,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Bruno Guimarães,"£ 120,000","£ 6,240,000","£ 6,240,000",M,24,Brazil,Newcastle,Premier League,2021-2022
2,Kieran Trippier,"£ 100,000","£ 5,200,000","£ 5,200,000",D,31,England,Newcastle,Premier League,2021-2022
3,Joelinton,"£ 85,000","£ 4,420,000","£ 4,420,000",F,25,Brazil,Newcastle,Premier League,2021-2022
4,Joe Willock,"£ 80,000","£ 4,160,000","£ 4,160,000",M,22,England,Newcastle,Premier League,2021-2022
5,Chris Wood,"£ 80,000","£ 4,160,000","£ 4,160,000",F,30,New Zealand,Newcastle,Premier League,2021-2022
6,Jonjo Shelvey,"£ 70,000","£ 3,640,000","£ 3,640,000",M,29,England,Newcastle,Premier League,2021-2022
7,Allan Saint-Maximin,"£ 70,000","£ 3,640,000","£ 3,640,000",F,24,France,Newcastle,Premier League,2021-2022
8,Dwight Gayle,"£ 60,000","£ 3,120,000","£ 3,120,000",F,32,England,Newcastle,Premier League,2021-2022
9,Emil Krafth,"£ 55,000","£ 2,860,000","£ 2,860,000",D,27,Sweden,Newcastle,Premier League,2021-2022
10,Federico Fernández,"£ 47,308","£ 2,460,000","£ 2,460,000",D,32,Argentina,Newcastle,Premier League,2021-2022
11,Callum Wilson,"£ 46,000","£ 2,392,000","£ 2,392,000",F,29,England,Newcastle,Premier League,2021-2022
12,Matt Ritchie,"£ 45,000","£ 2,340,000","£ 2,340,000",D,32,Scotland,Newcastle,Premier League,2021-2022
13,Ryan Fraser,"£ 42,000","£ 2,184,000","£ 2,184,000",F,27,Scotland,Newcastle,Premier League,2021-2022
14,Miguel Almirón,"£ 42,000","£ 2,184,000","£ 2,184,000",F,27,Paraguay,Newcastle,Premier League,2021-2022
15,Jamaal Lascelles,"£ 40,000","£ 2,080,000","£ 2,080,000",D,28,England,Newcastle,Premier League,2021-2022
16,Fabian Schär,"£ 40,000","£ 2,080,000","£ 2,080,000",D,30,Switzerland,Newcastle,Premier League,2021-2022
17,Martin Dubravka,"£ 40,000","£ 2,080,000","£ 2,080,000",K,33,Slovakia,Newcastle,Premier League,2021-2022
18,Jamal Lewis,"£ 38,000","£ 1,976,000","£ 1,976,000",D,24,Northern Ireland,Newcastle,Premier League,2021-2022
19,Javier Manquillo,"£ 35,000","£ 1,820,000","£ 1,820,000",D,27,Spain,Newcastle,Premier League,2021-2022
20,Ciaran Clark,"£ 35,000","£ 1,820,000","£ 1,820,000",D,32,Ireland,Newcastle,Premier League,2021-2022
21,Jacob Murphy,"£ 35,000","£ 1,820,000","£ 1,820,000",F,26,England,Newcastle,Premier League,2021-2022
22,Jeff Hendrick,"£ 35,000","£ 1,820,000","£ 1,820,000",M,29,Ireland,Newcastle,Premier League,2021-2022
23,Matt Targett,"£ 35,000","£ 1,820,000","£ 1,820,000",D,26,England,Newcastle,Premier League,2021-2022
24,Paul Dummett,"£ 35,000","£ 1,820,000","£ 1,820,000",D,30,Wales,Newcastle,Premier League,2021-2022
25,Karl Darlow,"£ 30,000","£ 1,560,000","£ 1,560,000",K,31,England,Newcastle,Premier League,2021-2022
26,Isaac Hayden,"£ 21,923","£ 1,140,000","£ 1,140,000",M,26,England,Newcastle,Premier League,2021-2022
27,Dan Burn,"£ 19,231","£ 1,000,000","£ 1,000,000",D,29,England,Newcastle,Premier League,2021-2022
28,Freddie Woodman,"£ 15,000","£ 780,000","£ 780,000",K,24,England,Newcastle,Premier League,2021-2022
29,Mark Gillespie,"£ 10,000","£ 520,000","£ 520,000",K,29,England,Newcastle,Premier League,2021-2022
30,Santiago Muñoz,"£ 2,308","£ 120,000","£ 120,000",F,19,Mexico,Newcastle,Premier League,2021-2022
31,Sean Longstaff,"£ 1,000","£ 52,000","£ 52,000",M,24,England,Newcastle,Premier League,2021-2022
